,id,marca,modello,titolo,desc
251,251,FERRARI,456,Ferrari 456 - 1995,"Vendo FERRARI 456 GT 
  
 anno '95 70000 km. 
  
 Ferrari 456 GT M manuale , ultima serie prodotte in soli 600 esemplari tutta completamente originale. 
  
 Interni e volante in pelle perfettamente conservati cerchi in lega e motore perfetto. 
  
 Salvo 338 4556252"
252,252,FERRARI,599,FERRARI 599 GTB Fiorano F1,"Chilometraggio: 64500  
  Condizioni: usato  
  Immatricolazione: 03/2009  
  Tipologia: Coupè  
  Carburante: Benzina  
  Tipo di cambio: Automatico  
    
  Volante in pelle, Sound system, Sospensioni sportive, Sedili sportivi, Pacchetto sportivo, Immobilizzatore elettronico, Cronologia tagliandi, Cerchi in lega, Antifurto, Volante multifunzione, Sistema di navigazione, MP3, Lettore CD, Autoradio, Telecamera per parcheggio assistito, Specchietti laterali elettrici, Servosterzo, Sensori di parcheggio posteriori, Sensore di pioggia, Regolazione elettrica sedili, Park Distance Control, Interni in pelle, Cruise Control, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Boardcomputer, Alzacristalli elettrici, Sensore di luce, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag, ABS  
    
  VETTURA UFFICIALE ITALIANA, IN OTTIME CONDIZIONI,   
    
  COMPLETA DEL BOOK SERVICE FERRARI,   
    
  KM CERTIFICATI E DIMOSTRABILI.  
    
  TAGLIANDATA, GOMME 80%.  
    
  ACCESSORIATA CON:  
    
  - FRENI CARBONCERAMICI  
    
  - SCARICHI SPORTIVI E ORIGINALI  
    
  - FARI XENO  
    
  - CERCHI IN LEGA 20""   
    
  - SEDILI DAYTONA ELETTRICI  
    
  - CARBON PACK INTERNO  
    
  - VOLANTE CON LED  
    
  - BOSE SOUND  
    
  - INTERNI IN PELLE CON CUCITURE ROSSE A CONTRASTO   
    
  - NAVIGATORE  
    
  - PARK DISTANCE CONTROL ANT E POST  
    
  - DOPPIE CHIAVI  
    
  SI POSSONO TROVARE MAGGIORI FOTO IN ALTA DEFINIZIONE SUL NOSTRO SITO sitoweb ************************ TUTTE LE NOSTRE AUTO SONO COPERTE DA GARANZIA MAPFRE WARRANTY FINO A 36MESI CON VALIDITA' IN TUTTA EUROPA! SCARICA L'INFORMATIVA  COMPLETA SUL NOSTRO SITO E SCOPRI TUTTI I VANTAGGI A TE RISERVATI. ************************  1)ACCETTIAMO PERMUTE: sul nostro sito sitoweb puoi richiedere un valutazione del tuo usato in modo semplice e preciso. In giornata avrete la nostra migliore valutazione.  2)RITIRO DELLA VETTURA IN 1 OR  
    
  Contatti: 3246323316 , 0521986734  
  Rivenditore PARMAUTO"
253,253,FERRARI,California,Ferrari California T DCT,"DEK:[2579035]    
    Possibilità di ritiro permuta e di finanziamenti personalizzati.    
        
    Per ulteriori informazioni potete contattare la nostra sede    
    di Parma al numero 0521/949711.    
        
    Note:    
    Per vostra comodità vi preghiamo di contattarci per l'esatta ubicazione.    
        
    Avviso:    
    La dotazione tecnica e gli optional, potrebbero in alcuni casi differire dall'effettivo equipaggiamento della vettura.    
    Autozatti / Zatti Top Class srl declina ogni responsabilità da eventuali involontarie incongruenze che non rappresentano un impegno contrattuale."
254,254,FERRARI,California,Ferrari California,"Auto colore rosso corsa. Interni beige.  
 Scudetti laterali, pacchetto in carbonio (maniglie porte e tappo carburante). Tappo olio in titanio! 
 Freni carboceramica rossi. Ruote da 20 pollici con cerchi stile HGTE valore 8.750?. Vengono forniti ulteriori cerchi da 19 diamantati comprensivi di pneumatici invernali. Sistema monitoraggio pressione pneumatici. Sedili riscaldabili. Vettura sempre tagliandata Ferrari con libretto tagliandi. 
 Tenuta sempre bene, da amatore. 
 Trattamento vernice a nanotecnologia per protezione della stessa nel tempo (prezzo 1.500?)."
255,255,ABARTH,695,Abarth 695 tributo ferrari,Esemplare numero 105 sempre in garage condizioni perfette
256,256,FERRARI,512 BB,Ferrari 512 BB 512 TR cat,"DEK:[695939]   
   CODICE VEICOLO: 15252   
      
   ASI ORO E TAGLIANDO EFFETTUATO CON SOSTITUZIONE CINGHIE   
      
   PER INFORMAZIONI CONTATTARE IL NOSTRO REFERENTE COMMERCIALE AL NUMERO +39-3929051330"
257,257,FERRARI,208/308/328/GTO,Ferrari 208 GTS turbo,Ferrari 208 gets turbo 1984 tagliandata ferrari. Tutta originale. Vernice originale. Sedili pelle con stemma Ferrari originali. Acquistata da Maranello service Modena. Borsa attrezzi originale libretto uso e manutenzione. Sempre coperta in garage riscaldato e deumidificato. Perfetta. Motore perfetto.
258,258,FERRARI,Mondial,FERRARI Mondial - 1989,"Tagliandi certificati ford , in ottime condizioni"
259,259,FERRARI,F430,FERRARI F430 F1,"Chilometraggio: 49600 
 Condizioni: usato 
 Immatricolazione: 05/2005 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Sequenziale 
  
 Immobilizzatore elettronico, Cerchi in lega, Antifurto, Autoradio, Servosterzo, Park Distance Control, Interni in pelle, Climatizzatore, Chiusura centralizzata, Alzacristalli elettrici, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag, ABS 
  
 FERRARI F430 - Cambio F1 - Allestimento completo Kit ""F430 Scuderia""  implementazione da parte di  ""Scuderia  Baldini & Co - Roma"" Immatricolazione: 05/2005 Chilometraggio: Km 49.000 Colore: ""Rosso Scuderia"" Costo allestimento € 40.000 - UNICO ESEMPLARE IN VENDITA SUPER ACCESSORIATO. Kit Carrozzeria ""F430 Scuderia"": Frontale - Laterali - Estrattore post.  ""Livrea Racing"" original F 430 Scuderia Scudetti in ceramica ""Logo Ferrari"" su entrambi parafanghi 
 Palette cambio F1 in carbonio 
  Luci posizione a Led - Fanali Ant. Marmita (con valvole) ""X Ost Maranello"" - PERFORMANCE EXHAUST MUFFLER  Catalizzatori ""200Celle Competizione"" Sedili Daytona in Carbonio 
 Interni e plancia con inserti  in carbonio 
  Cinture ""4 punte con logo Ferrari"" Omologate Pista-competition Cerchi Racing 19"" in Lega colore Antracite - originali ""F 430 Scuderia"" Freni - Dischi ""Carboceramici"" Pinze ""freno rosso corsa con Logo Ferrari""  Estintore Brandegiabile ""omol. Competizione"" Rimappatura Centralina da parte di Ingegnere della ""Scuderia Corse Ferrari"": su posizione ""Race"" + 25 CV con eliminazione limitazione giri 
  Pneumatici: posteriori 70% - anteriore 80% Telo in raso Rosso Originale con Logo ant, Ferrari Mantenitore di carica orig. ""Ferrari F 430 Scuderia"" Book con cronologia dei tagliandi ""Ferrari  Service"": ultimo tagliando - lavori Gen/2020 (allegate fatture con descrizione dei lavori effettuati) 
  L'auto viene ven 
  
 Contatti: 065134050 , 3935146336 
 Rivenditore ITALVIA AUTOMOBILI DUE SRL"
260,260,FERRARI,Altro modello,Ferrari 208 Turbo intercooler GTS,"
    Prezzo di riferimento con permuta € 69.900,00    
     Prezzo di riferimento senza permuta e senza vincoli finanziari € 67.900,00    
        
     I PREZZI esposti si riferiscono a vetture reali e visibili presso il nostro showroom    
        
        
     GOLDEN GARAGE    
        
     VENDE :    
     AUTO e MOTO garantite e con chilometraggio certificato.    
     ACQUISTA :    
     AUTO e MOTO con pagamento immediato.    
     PERMUTA :    
     AUTO con AUTO    
     MOTO con MOTO    
     AUTO con MOTO    
     MOTO con AUTO    
     (anche qualora il veicolo in ritiro fosse di valore superiore).    
        
     OFFRE :    
     SERVIZI FINANZIARI PERSONALIZZATI    
     PRATICHE IN SEDE    
     PRESA E CONSEGNA VEICOLI A DOMICILIO    
     ASSISTENZA POST-VENDITA    
        
     NON RISPONDIAMO A MAIL PRIVE DI RECAPITO TELEFONICO    
        
     MONCALIERI (TO)    
     STRADA CARIGNANO,54    
     0116404112    
     info@goldengarage.eu    
     sito/    
        
        
    "
261,261,FERRARI,Mondial,Ferrari Mondial 3.4 t,"Veicolo di difficile reperibilità; versione T con motore precursore del Ferrari 348. Vettura corredata di doppie chiavi, libretto uso e manutenzione, targhe originali e colore originale.    
    Trattasi di un veicolo CONSERVATO e NON restaurato,quindi originale in tutte le sue parti esterne ed interne.    
        
        
        
     Prezzo di riferimento con permuta € 49.900,00    
     Prezzo di riferimento senza permuta e senza vincoli finanziari € 47.900,00    
        
     I PREZZI esposti si riferiscono a vetture reali e visibili presso il nostro showroom    
        
        
     GOLDEN GARAGE    
        
     VENDE :    
     AUTO e MOTO garantite e con chilometraggio certificato.    
     ACQUISTA :    
     AUTO e MOTO con pagamento immediato.    
     PERMUTA :    
     AUTO con AUTO    
     MOTO con MOTO    
     AUTO con MOTO    
     MOTO con AUTO    
     (anche qualora il veicolo in ritiro fosse di valore superiore).    
        
     OFFRE :    
     SERVIZI FINANZIARI PERSONALIZZATI    
     PRATICHE IN SEDE    
     PRESA E CONSEGNA VEICOLI A DOMICILIO    
     ASSISTENZA POST-VENDITA    
        
     NON RISPONDIAMO A MAIL PRIVE DI RECAPITO TELEFONICO    
        
     MONCALIERI (TO)    
     STRADA CARIGNANO,54    
     0116404112    
     info@goldengarage.eu    
     sito/"
262,262,FERRARI,360,Ferrari 360 F1 spider challenge CARBONIO PERMUTEE,"LEGGETE BENE E TUTTO SCRITTO 
  
 NO SMS NO EMAIL RISPONDO SOLO A TELEFONATE AL 392/9587575 dalle 9:00 alle 13:00 dalle 15:00 alle 20:00 dal lunedì al venerdì si riceve su appuntamento 
  
 ACCETTO PERMUTE ANCHE VALORE SUPERIORE NO PERDI TEMPO NO COLLEZIONISTI DI FOTO 
  
 libretto service presente mia dal 2009 Vendo Ferrari 360 spider Modena tenuta in maniera maniacale allestimento challenge cerchi f430 19 gomme nuove freni nuovi scarico challenge maranello scudetti ceramica pelle cappotte blu . 
  
 PACCHETTO COMPLETO CARBONIO  
 CARBONIO INTERNO  
 CARBONIO ESTERNO 
 CARBONIO MOTORE 
  
 paraurti anteriore (-challenge-) 
 paraurti posteriore (-challenge-) 
 estrattori (-challenge-) 
 minigonne (-challenge-) 
 griglie anteriori laterali posteriori (challenge) 
  
 appena sostituiti : 
  
 olio motore 
 filtri 
 gomme 
 pasticche e dischi freni 
 batteria 
  
 kit cinghie sostituite nel 2017 con fatture. 
  
 per la permuta si valuta eurotax blu COMMERCIANTE con valutazioni reali di mercato E NON VALUTAZIONI ILLUSORIE anche valore superiore con tutti i marchi di auto 
  
 POSSIBILITA DI 12 MESI DI GARANZIA AD UN COSTO A PARTE senza rimane quello esposto grazie 
  
 S.E.&.O DESCRIZIONE DELLA VETTURA ED OPTIONAL PURAMENTE INDICATIVA, VERIFICARE I DATI PRIMA DELL'ACQUISTO DELLA VETTURA, LA CIEMMEAUTO SRL NON E' RESPONSABILE PER EVENTUALI INVOLONTARIE INCONGRUENZE E I DATI DELLA VETTURA CHE NON RAPPRESENTANO UN IMPEGNO CONTRATTUALE 
  
 porsche Lamborghini 996 997 Bentley"
263,263,FERRARI,599,Ferrari 599 Hgte,Auto ufficiale Italia. Modello HGTE dalla fabbrica .
264,264,FERRARI,F355,Ferrari f355,"Vendo Ferrari rossa, interno nero. Capote e copricapote nuovi. 
 Gommata e revisionata. 
 In ottime condizioni, pari al nuovo. 
 Iscritta ASI."
265,265,FERRARI,458,Ferrari 458 Italia unico proprietario permute,Splendida Ferrari 458 Italia di unico proprietario in condizione perfette. Gommata da poco sempre tagliandata Ferrari. Nel prezzo incluso ulteriore tagliando Ferrari. Valuto permute no offerte al ribasso. No perdite di tempo. Per info CHIMARE o WHATSAPP al 3888286703 Andrea
266,266,FERRARI,California,FERRARI California T DCT,"Chilometraggio: 59000 
 Condizioni: usato 
 Immatricolazione: 05/2015 
 Tipologia: Cabrio 
 Carburante: Benzina 
 Tipo di cambio: Sequenziale 
  
 Volante in pelle, USB, Touch screen, Supporto lombare, Sospensioni sportive, Sospensioni pneumatiche, Sedili sportivi, Retrocamera, Pacchetto sportivo, Monitoraggio pressione pneumatici, Bracciolo, Start/Stop Automatico, Immobilizzatore elettronico, Cronologia tagliandi, Cerchi in lega, Antifurto, Volante multifunzione, Vivavoce, Sistema di navigazione, MP3, Bluetooth, Autoradio, Tettuccio apribile, Tetto panorama, Telecamera per parcheggio assistito, Specchietti laterali elettrici, Servosterzo, Sensori di parcheggio posteriori, Sensori di parcheggio anteriori, Sensore di pioggia, Regolazione elettrica sedili, Park Distance Control, Isofix, Interni in pelle, Cruise Control, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Boardcomputer, Alzacristalli elettrici, Sensore di luce, Luci diurne, Fendinebbia, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag laterali, Airbag, ABS 
  
 Optional Aggiuntivi non sempre indicati nella descrizione: 
  
 Cerchi in lega da 20 forgiati vernice scura, caliper freni colore giallo, cavallini cuciti su poggiatesta, codini di scarico sportivi, High emotion low emission, libretti vettura, scudetti 'scuderia ferrari', sospensioni magneride dualmode, fondo contagiri giallo, sedile full eletric, schienali posteriori ribaltabili, kit controllo pressione pneumatici, allestimento visibilità. 
  
 GENUINE MAINTENANCE FINO AL 2022. 
 (Pacchetto tagliandi km illimitati fino al 2022). 
  
 Possibilità di permuta e finanziamento ed estensione garanzia sino a 2 anni. 
 E' gradito un cenno telefonico prima dell'incontro. 
  
 Ritiriamo permute, acquistiamo auto per contanti. 
 Chiediamo la cortesia di fissare un 
 Rivenditore TIEFFE SRL"
267,267,FERRARI,Mondial,FERRARI Mondial iscritta ASI,"Chilometraggio: 33000  
  Condizioni: usato  
  Immatricolazione: 02/1981  
  Tipologia: Coupè  
  Carburante: Benzina  
  Tipo di cambio: Manuale  
    
    
    
  ISCRIITTA ASI!!  
    
  PERFETTAMENTE CONSERVATA   
  MECCANICAMENTE SPLENDIDA QUALSIASI PROVA   
  TARGATA MN   
  CLIMATIZZATORE FUNZIONANTE  
  INTERNI OTTIMI   
  CAMBIO PERFETTO   
  FRIZIONE NUOVA   
  REVISIONATA  
  VERNICE CONSERVATA ORIGINALE  
  TUTTO FUNZIONANTE  
  Rivenditore TECNICAR"
268,268,FERRARI,Mondial,FERRARI Mondial 3.0 QUATTROVALVOLE SERVICE BOOK,"Chilometraggio: 62000    
    Condizioni: usato    
    Immatricolazione: 06/1985    
    Tipologia: Coupè    
    Carburante: Benzina    
    Tipo di cambio: Manuale    
        
    Cronologia tagliandi, Autoradio, Interni in pelle, Climatizzatore, Chiusura centralizzata, Alzacristalli elettrici, Controllo trazione    
        
    FERRARI MONDIAL 3.0 QUATTROVALVOLE ANNO 1985 SOLO KM.62000 PARI AL NUOVO. VETTURA UNICA IN CONDIZIONI SPLENDIDE CORREDATA DI SERVICE BOOK FERRARI. TUTTI TAGLIANDI FERRARI CON TAGLIANDO APPENA ESEGUITO E NEL 2016 CON 61000KM PERCORSI E' STATO ESEGUITO IL TAGLIANDO COMPLETO DI DISTRIBUZIONE+POMPA ACQUA+CANDELE+OLIO PRESSO OFFICINA FERRARI. VETTURA TUTTA ORIGINALE CON ADESIVI ORIGINALI DI RICONOSCIMENTO PRESENTI IN TUTTA LA VETTURA. SEMPRE RICOVERATA AL COPERTO. TUTTA ORIGINALE! STUPENDA!! X INFO:3332751444 MARCO    
        
    sitoweb    
    Rivenditore EMMEDIAUTOMOBILI SRL"
269,269,FERRARI,F355,Ferrari f355 - 1995,"Auto perfetta.Tenuta da vero amatore. Catena di distribuzione sostituita, frizione nuova. Fari xenon. Batteria nuova. Pneumatici nuovi. Satellitare. Impianto stereo con Navigatore.Iscritta ASI (paga metà bollo) 
 Visibile a Napoli presso officina di riferimento per qualsiasi approfondimento."
270,270,FERRARI,California,FERRARI California T DCT,"Alzacristalli elettrici 
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Cruise Control 
 Hill Holder 
 Park distance control 
 Sensore di pioggia 
 Sensori di parcheggio assistito anteriori 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Specchietti laterali elettrici 
 Supporto lombare 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Intrattenimento / Media 
 Bluetooth 
 Computer di bordo 
 MP3 
 Vivavoce 
 Extra 
 Cerchi in lega 
 Leve al volante 
 Sedili sportivi 
 Sospensioni sportive 
 Sicurezza 
 ABS 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari LED 
 Fari Xenon 
 Immobilizzatore elettronico 
 Luci diurne 
 Luci diurne LED 
 Servosterzo 
 Sistema di controllo pressione pneumatici"
271,271,FERRARI,California,Ferrari California dic2011 tenuta maniacalmente,"FERRARI CALIFORNIA DCT , TENUTA PERFETTAMENTE, CERTIFICAZIONE CHILOMETRAGGIO CON LIBRETTO TAGLIANDI UFFICIALE , GARANZIA POWER FERRARI ESTESA, pacchetto manutenzione ferrari 7 anni , colore nero carbone Ferrari metallizzato , sensori di parcheggio anteriori e posteriori , fari full Led e Xenon adattivi , cerchi in lega R 20 , scudetti laterali Ferrari nuovi , freni carbocermici , sospensioni magnetic logic , interni in pelle Daytona totalmente Rossi , cuciture rosse , cruscotto rivestito in pelle totalmente , regolazione elettrica dei sedili con memorie , volente multifunzione in pelle con regolazione elettrica , sedili riscaldati , cavallino rampante sui poggiatesta , leve al volante , controllo pressione pneumatici , cruise control , navigatore satellitare , predisposizione telefono , bluetooth , impianto stereo con caricatore USB-AUZ , antifurto , climatizzatore automatico , start & stop , ecc... 
  
 CONDIZIONI perfette ! 
  
 Auto Italiana, sedili e attrezzi ancora imbustati . 
  
 Annuncio di Privato ! 
  
 PER INFO : 3346713663"
272,272,FERRARI,348,FERRARI 348 TS KM-15.900 BATTERIA-ANT UNIPROPRIE,"Chilometraggio: 15900  
  Condizioni: usato  
  Immatricolazione: 06/1992  
  Tipologia: Cabrio  
  Carburante: Benzina  
  Tipo di cambio: Manuale  
    
    
    
  AUTOVETTURA ESTREMAMENTE RARA PER VERSIONE E CONDIZIONI   
  versione con BATTERIA  ANTERIORE   
  UNIPROPRIETARIO ITALIANA   
  LIBRETTO SERVICE ITALIA ORIGINALE   
  MAI INCIDENTATA   
  CERTIFICAZIONI AL SEGUITO  
  ABS  
  RADIO   
  CLIMA   
  VERSIONE 1992   
  LIBRETTO SERVICE ORIGINALE   
  COMLETA DI ACCESSORI FERRARI   
  TELECOMANDI ORIGINALI FERRARI   
  DOPPIE CHIAVI PRESENTI   
    
    
  MOLTE ALTRE FOTO VIA MAIL  
  Rivenditore TECNICAR"
273,273,FERRARI,360,Ferrari 360 F1,"Prezzo di riferimento con permuta € 79.900,00 
 Prezzo di riferimento senza permuta e senza vincoli finanziari € 77.900,00 
  
 Condizioni impeccabili per questa Ferrari 360 Modena F1 di provenienza Italiana con targhe originali!!  
 Due soli proprietari ( acquistata dal secondo nel 2011 a 32.000 km  ). 
 Manutenzione ordinaria eseguita sempre in Ferrari con sostituzione pompa F1 nel 2015. 
 Manutenzione straordinaria con sostituzione cinghia di distribuzione in un officina specializzata di fiducia ( con documentazione fotografica ) nel 2016. 
 Pneumatici sostituiti nel 2016  ( 70% stato attuale ). 
 Interni in pelle totale di color cuoio, tappetini neri, cristalli originali, service book e doppie chiavi. 
 Auto ventennale iscritta ASI 
 La vettura verrà consegnata tagliandata e con frizione sostituita!! 
  
  I PREZZI esposti si riferiscono a vetture reali e visibili presso il nostro showroom 
  
  
  GOLDEN GARAGE 
  
  VENDE : 
  AUTO e MOTO garantite e con chilometraggio certificato. 
  ACQUISTA : 
  AUTO e MOTO con pagamento immediato. 
  PERMUTA : 
  AUTO con AUTO 
  MOTO con MOTO 
  AUTO con MOTO 
  MOTO con AUTO 
  (anche qualora il veicolo in ritiro fosse di valore superiore). 
  
  OFFRE : 
  SERVIZI FINANZIARI PERSONALIZZATI 
  PRATICHE IN SEDE 
  PRESA E CONSEGNA VEICOLI A DOMICILIO 
  ASSISTENZA POST-VENDITA 
  
  NON RISPONDIAMO A MAIL PRIVE DI RECAPITO TELEFONICO 
  
  MONCALIERI (TO) 
  STRADA CARIGNANO,54 
  0116404112 
  info@goldengarage.eu 
  sito/"
274,274,FERRARI,Mondial,Ferrari mondial 3.2 1987 - targa oro asi,"Veicolo visionabile SOLO SU APPUNTAMENTO da fissare al 3493488540. 
  
 FERRARI MONDIAL 3.2 immatricolata nel 1987. 
 Auto in possesso di certificato di identità, iscritta e riconosciuta dall'ASI con TARGA ORO, esente da bollo ed usufruisce delle agevolazioni sul passaggio di proprietà ed assicurazione ridotta. 
  
 Il veicolo si presenta in condizioni impeccabili, difficile se non impossibile trovarla in queste condizioni. Meccanicamente sempre tagliandata, ha percorso circa 60000 km originali. Carrozzeria perfetta ed interni in pelle pari al nuovo sempre protetti da coprisedili. Gomme nuove e dotata di accessori come finestrini elettrici, aria condizionata ed autoradio (disponibile anche l'autoradio originale Ferrari dell'epoca). 
  
 SPEDIZIONI NAZIONALI E INTERNAZIONALI 
 GESTIONE DELLA BUROCRAZIA 
  
 FOTO E VIDEO IN ALTA RISOLUZIONE SUL NOSTRO PORTALE LINK MOTORS AGENZIA DI BARI 
  
 We offer for sale this beautiful FERRARI MONDIAL 3.2 registered in 1987. 
 Car in possession of a certificate of identity, registered and recognized by ASI with TARGA ORO, exempt from stamp duty and benefits from reductions on the transfer of ownership and reduced insurance. 
 The vehicle is in impeccable condition, difficult if not impossible to find it in these conditions. Mechanically always tagliandata, it has traveled about 60,000 original km. Perfect body and new leather interiors always protected by seat covers. New tires and equipped with accessories such as electric windows, air conditioning and radio (also available the original Ferrari radio of the time). 
 NATIONAL AND INTERNATIONAL SHIPMENTS 
 MANAGEMENT OF BUREAUCRACY 
 PHOTOS AND VIDEOS IN HIGH RESOLUTION ON OUR PORTAL LINKS MOTORS AGENCY OF BARI"
275,275,FERRARI,F430,Ferrari F430 F1 60th sessantesimo anniversario,"Ferrari f430 f1 versione limited edition 60th sessantesimo anniversario con targhetta numerata con pelle daytona nera con cuciture rosse. La vettura è dotata di tutte le fatture tagliandi e tutti i libri Ferrari, doppie chiavi tutto documentato , gomme Pirelli pzero rosso nuove appena montate. Km certificati tutti fatti in autostrada perfetta in tutto. Pari al nuovo. Auto perfetta qualsiasi prova. Possibilita' di finanziamento agevolato e consegna in tutta italia . Completamente tagliandata Un anno di garanzia ed assistenza, prolungabile a 24 mesi in tutta Europa. Offerta speciale su questa auto antifurto block schaft A soli 200 euro. Per altre info tel 3356043480 dott.Maurizio Starace PER TUTTI I CLIENTI CHE ARRIVANO DA FUORI PROVINCIA, UNA NOSTRA PERSONA SARA' LIETA DI PRELEVARLA PRESSO AEROPORTO, STAZIONE O PORTO DI NAPOLI PREVIO APPUNTAMENTO Vi aspettiamo presso la nostra sede orari: Lun-Ven 8,30 / 13,00 Pom. 14,30 / 20,00 Sabato 8,30 / 13,00 ATTENZIONE AL FINE DI GARANTIRVI UN MIGLIOR SERVIZIO E' SEMPRE PREFERIBILE FISSARE UN APPUNTAMENTO . IL PREZZO ESPOSTO NON Ha VINCOLI Di FINANZIAMENTI . Il kilometraggio di tutte le nostre vetture viene dichiarato sia sul contratto che sul certificato di garanzia.Tel: 081949692 - 3356043480."
276,276,LANCIA,Thema,Lancia thema ferrari 8.32 1' serie- 1987,"Auto tutta originale, condizioni impeccabili.. targhe originali bianche ,interni meravigliosi... esterni perfetti tutto funzionante tagliando completo cinghia di distribuzione e vari lavori eseguiti a km 77372 ad aprile 2016,a fine 2018 esguiti altri lavori impianto terminale di scarico nuovo ,compressosere aria condizionata nuovo spesi 1000 ?,4 gomme nuove,revisione chiusure centralizzate e molto altro ancora... , BOOK SERVICE DISPONIBILE VEDI FOTO ALLEGATA, vettura di grande interesse storico prima serie quindi la più quotata della produzione Theme-Ferrari.. maggiori informazioni signor Michele Pellizzer 335 57 47 950 no perditempo grazie- auto iscritta ASI corellata di book service originale lancia!"
277,277,FERRARI,Mondial,Ferrari Mondial 3.4 t cat cabriolet,"Auto impeccabile,stato di conservazione e usura prettamente maniacale..accostamenti colori interno esterno al top della gamma per eleganza e raffinatezza... disponibile con tutta la sua Trousse dei tagliandi sempre tutti regolarmente eseguiti presso officine autorizzate Ferrari.. interni ,Capote, carrozzeria, cerchi ,gomme, tutto perfetto.. quasi da non credere le condizioni generali per un'auto di trent'anni fra l'altro già iscritta ASI e certificata Ferrari con tanto di attestato in originale vedi foto allegata, Per maggiori informazioni contattate signor Michele Pellizzaro 335 57 47 950 no perditempo grazie ,questa auto è unica!! 
  
 La Regina Special cars declina ogni responsabilità per eventuali imprecisioni nella descrizione degli equipaggiamenti tecnici e degli accessori indicati che non rappresentano un impegno contrattuale , onde poter dare il massimo servizio per ogni usato proposto è gradito contatto mail e/o telefonico per verificare gli accessori ed la disponibilità a 
 magazzino del mezzo."
278,278,FERRARI,512 BB,Ferrari 512 Autovettura da concorso pari al nuovo,"Un pezzo da Altissima collezione , questo esemplare venduto in Italia è sempre rimasto in Italia da trentanni sempre dello in mano stesso proprietario .. Mai incidentata, interni carrozzeria meccanica tutto pari al nuovo vedere per credere... autovettura da noi personalmente e guidata su strada per circa 350 km ove abbiamo potuto riscontrare una meccanica eccezionale.. nessun lavoro da eseguire solamente da esporre in qualche salotto ho qualche museo..Maggiori informazioni al 335 57 47 950 Michele Pellizzer no perditempo grazie"
279,279,FERRARI,208/308/328/GTO,Ferrari 308 gt4 meccanica perfetta,"Auto in condizioni da concorso sia di interni che esterno carrozzeria..non un minimo punto di ruggine passante...cerchi perfetti, gomme ottime, mai incidentata,.. non un minimo segno tutta originale nata nel suo colore rosso Ferrari con interni bicolore in velluto beige- rosso un vero spettacolo.. aria condizionata ,motore perfetto, cinghie fatte da poco nessun lavoro da fare... auto da museo.. maggiori informazioni signor Michele Pellizzer 3355747950 ottimo investimento sicura rivalutazione per questa rarissima 308 Dino con motore 3000 8 cilindri un vero pezzo di storia italiana firmata Ferrari. 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture."
280,280,FERRARI,Mondial,Ferrari Mondial Mondial 8 restauro totale,"Auto nata di colore rosso completamente smontata e riverniciata nel suo colore originale, interni rivisti in ogni suo minimo particolare e dettaglio, testate completamente rifatte con rettifica totale, valvole nuove e guarnizioni nuove, filettature e moltissimi altri pezzi sostituiti nuovi presse rete di vendita ufficiale italiana e inglese (dove dispongono di un magazzino per i ricambi di questo modello), revisioni pompe, spianatura teste, pulegge distribuzione con distribuzione completa nuova. Il tutto eseguito presso officina competente con pezzi nuovi, frizione anch'essa sostituita (disco e spingidisco), revisione freni, impianto fari e revisione impianto elettrico.. Alla fine sono stati spesi una marea di soldi.. L'auto è veramente molto molto bella e meccanicamente pronta all'uso!! Per maggiori informazioni contattate signor Michele Pellizzer 335 57 47 950"
